danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,track,artist
0.627,0.631,9,-10.76,0,0.0245,0.208,0.0,0.144,0.679,109.983,audio_features,202427,3,"Sail On, Sailor - Remastered 2000",The Beach Boys
0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,audio_features,208947,4,Stuck In The Middle With You,Stealers Wheel
0.654,0.506,11,-17.18,0,0.0535,0.686,0.0155,0.155,0.831,123.179,audio_features,252240,4,A Horse with No Name,America
0.447,0.416,9,-12.181,0,0.0258,0.0716,0.00426,0.125,0.295,103.068,audio_features,156467,4,All I Wanna Do - Remastered 2009,The Beach Boys
0.331,0.00136,3,-21.291,1,0.0612,0.948,0.903,0.119,0.601,78.829,audio_features,55200,3,Abide With Me,Thelonious Monk Septet
0.391,0.114,2,-11.506,0,0.0329,0.974,0.949,0.183,0.139,70.197,audio_features,168512,4,"Générique - Bande originale du film ""Ascenseur pour l'échafaud""",Miles Davis
0.872,0.3,7,-21.748,0,0.106,0.0503,0.97,0.111,0.584,97.979,audio_features,89027,4,Fletcher's Song In Club,Justin Hurwitz
0.371,0.482,10,-11.795,1,0.0355,0.278,0.00468,0.116,0.295,184.36,audio_features,259107,3,Love In Vain,The Rolling Stones
0.591,0.303,11,-12.358,0,0.0435,0.968,0.0995,0.114,0.871,148.493,audio_features,207640,3,Deja la Vida Volar,Victor Jara
0.692,0.587,11,-13.248,1,0.176,0.952,0.193,0.0892,0.681,86.552,audio_features,208467,4,La Partida,Victor Jara
0.35,0.233,3,-13.46,0,0.0446,0.973,0.18,0.112,0.312,171.558,audio_features,269133,3,Manifiesto,Victor Jara
0.573,0.05,3,-15.524,1,0.0582,0.992,5.27e-05,0.105,0.383,105.593,audio_features,178133,1,No Puedes Volver Atrás,Victor Jara
0.627,0.145,11,-13.735,1,0.0337,0.954,0.00209,0.107,0.534,96.043,audio_features,124173,3,El Cigarrito - 2001 Digital Remaster,Victor Jara
0.738,0.452,1,-11.111,1,0.0281,0.406,0.000262,0.0979,0.815,105.632,audio_features,160480,4,"Caminando, Caminando",Victor Jara
0.38,0.462,3,-10.342,0,0.0398,0.826,8.34e-06,0.0731,0.466,158.626,audio_features,238773,3,Abre la Ventana,Victor Jara
0.752,0.569,3,-9.379,1,0.0321,0.663,1.33e-05,0.22,0.859,132.698,audio_features,248680,4,Lamento Borincano,Victor Jara
0.624,0.0735,4,-17.717,1,0.0445,0.961,0.00332,0.216,0.28,80.552,audio_features,197333,3,Lo Único Que Tengo - Voz: Isabel Parra,Victor Jara
0.423,0.11,2,-14.154,0,0.0682,0.972,0.00924,0.11,0.186,71.385,audio_features,219000,3,Poema 15,Victor Jara
0.143,0.00645,8,-33.494,0,0.0411,0.989,0.965,0.09,0.0321,139.99,audio_features,230893,5,"Le martyre de saint Sébastien, Fragments symphoniques, L. 124: No. 1, La cour de lys",Claude Debussy
0.336,0.0183,1,-28.886,1,0.0442,0.994,0.944,0.106,0.0316,65.602,audio_features,320293,3,"Images, Book 1: No. 1. Reflets dans l'eau (Reflections in the water)",Claude Debussy
0.192,0.00867,0,-30.556,0,0.0391,0.967,0.551,0.0918,0.0521,80.823,audio_features,662040,4,"La boîte à joujoux, L. 128: I. Le magasin de jouets",Claude Debussy
0.206,0.0126,1,-32.604,1,0.0488,0.989,0.904,0.0808,0.0492,64.172,audio_features,288000,3,"12 Etudes, L.136: 11. Pour les Arpèges composés",Claude Debussy
0.148,0.108,0,-21.169,1,0.0492,0.975,0.234,0.0819,0.178,79.822,audio_features,496067,4,"Debussy: Piano Trio in G Major, L. 5: I. Andantino con moto allegro",Claude Debussy
0.468,0.00401,1,-29.953,1,0.0502,0.994,0.935,0.0891,0.0359,68.208,audio_features,293160,3,"D'un cahier d'esquisses, CD 112",Claude Debussy
0.289,0.076,11,-21.295,0,0.0366,0.993,0.887,0.0845,0.0324,101.755,audio_features,375187,3,"L'isle joyeuse, L. 106",Claude Debussy
0.53,0.863,9,-8.641,0,0.0608,0.0707,0.0498,0.738,0.649,151.408,audio_features,289947,4,Do The Pharaoo,Dissidenten
0.262,0.0463,7,-30.729,1,0.0405,0.541,0.888,0.112,0.0339,118.931,audio_features,99669,4,Path Of Rhythm,Dissidenten
0.769,0.619,0,-7.5,1,0.0631,0.026,0.0765,0.0973,0.777,86.44,audio_features,192000,4,The Good Old Days of Tomorrow Are Now,Dissidenten
0.672,0.676,9,-8.497,0,0.0502,0.0422,0.0743,0.0513,0.716,116.59,audio_features,386080,4,Berlin Beduins,Dissidenten
0.492,0.0142,11,-32.062,0,0.0521,0.988,0.873,0.102,0.126,76.737,audio_features,136440,4,While We're Young,Wes Montgomery
0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,audio_features,193840,4,'Round Midnight,Thelonious Monk
0.585,0.0552,10,-27.086,0,0.0474,0.808,0.00208,0.204,0.253,67.447,audio_features,61573,3,Crepuscule With Nellie - Breakdown,Thelonious Monk Septet
0.748,0.713,6,-6.78,0,0.0419,0.241,0.00123,0.0703,0.864,119.069,audio_features,224667,4,Anna,Mdou Moctar
0.708,0.728,9,-9.595,1,0.0326,0.149,0.476,0.142,0.923,135.518,audio_features,285733,4,Crosseyed and Painless,Angelique Kidjo
0.524,0.754,5,-7.799,0,0.0542,0.227,0.00133,0.0638,0.683,104.98,audio_features,448960,4,Laban,Salif Keita
0.791,0.884,5,-8.841,1,0.0339,0.297,0.0565,0.543,0.955,112.983,audio_features,396733,4,Tekere,Salif Keita
0.485,0.519,6,-16.069,1,0.0547,0.729,0.0459,0.194,0.738,94.787,audio_features,346920,4,Hay Oudi,Khaled
0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,audio_features,366136,4,Highway Star - Remastered 2012,Deep Purple
0.458,0.364,9,-13.126,1,0.0431,0.467,0.0,0.197,0.3,154.215,audio_features,444053,4,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash"
0.538,0.179,9,-17.316,1,0.0344,0.805,0.0257,0.117,0.425,97.659,audio_features,322627,4,I Can't Keep From Crying Sometimes,Ten Years After
0.882,0.48,9,-13.103,0,0.0829,0.00124,0.819,0.102,0.965,125.953,audio_features,170160,4,Mission Venice,Nightmares On Wax
0.225,0.756,4,-9.89,0,0.0685,0.0324,0.552,0.172,0.432,126.28,audio_features,411507,4,Meeting of the Spirits (with John McLaughlin) - Remastered,Mahavishnu Orchestra
0.362,0.507,1,-11.229,1,0.0394,0.0174,0.216,0.113,0.456,146.641,audio_features,634440,3,Heart of the Sunrise - 2003 Remaster,Yes
0.334,0.864,6,-10.514,0,0.0605,0.000621,0.606,0.0608,0.654,145.333,audio_features,375840,5,Vital Transformation (with John McLaughlin) - Remastered,Mahavishnu Orchestra
0.487,0.589,7,-10.701,1,0.0498,0.0356,0.00222,0.0609,0.469,91.547,audio_features,315200,4,The Way of the Pilgrim,John McLaughlin
0.266,0.718,9,-8.966,1,0.0372,0.0403,0.943,0.296,0.278,136.782,audio_features,436493,4,The Dance of Maya,John McLaughlin
0.527,0.884,7,-10.869,1,0.0522,0.00378,0.0437,0.1,0.78,130.982,audio_features,239800,4,The Trans-Love Express,Jean-Luc Ponty
0.438,0.843,2,-11.852,1,0.0597,0.327,0.773,0.291,0.624,111.763,audio_features,144560,4,Sorcery,Billy Cobham
0.311,0.775,2,-12.683,1,0.076,0.506,0.0,0.897,0.477,121.352,audio_features,350053,4,Trouble Every Day,The Mothers Of Invention
0.498,0.825,9,-5.284,1,0.0488,0.0619,1.91e-05,0.31,0.604,127.065,audio_features,176627,4,Happenings Ten Years Time Ago - Mono,The Yardbirds
0.419,0.517,8,-9.368,1,0.0284,0.532,0.0251,0.0785,0.905,145.109,audio_features,186213,4,The Man in Me,Bob Dylan
0.704,0.427,7,-15.091,1,0.0606,0.411,0.0247,0.233,0.774,110.389,audio_features,184400,4,An American Prayer,Jim Morrison
0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,audio_features,198707,4,My Generation - Stereo Version,The Who
0.276,0.478,10,-14.186,1,0.041,0.0338,0.841,0.0927,0.144,135.336,audio_features,114093,3,Eclipse - 2011 Remastered Version,Pink Floyd
0.506,0.752,7,-9.016,1,0.0389,0.0711,0.00712,0.06,0.778,142.239,audio_features,219345,4,Victoria - Mono Mix,The Kinks
0.454,0.415,9,-16.757,1,0.0254,0.613,0.853,0.145,0.552,165.56,audio_features,190667,4,Sunny Side of Heaven,Fleetwood Mac
0.696,0.942,9,-5.252,1,0.136,0.242,0.00571,0.0524,0.502,117.56,audio_features,176307,4,Second Hand News - 2004 Remaster,Fleetwood Mac
0.628,0.779,0,-11.841,1,0.0831,0.224,0.776,0.151,0.936,180.837,audio_features,217573,4,Tusk - 2015 Remaster,Fleetwood Mac
0.676,0.379,2,-19.42,1,0.031,0.174,0.0072,0.0619,0.818,115.237,audio_features,265933,4,World Turning,Fleetwood Mac
0.814,0.772,6,-10.95,0,0.0329,0.363,0.489,0.123,0.959,104.048,audio_features,127387,4,The Ledge - 2015 Remaster,Fleetwood Mac
0.542,0.194,9,-16.503,1,0.0308,0.717,0.000262,0.066,0.381,90.239,audio_features,199373,4,Jewel Eyed Judy - 2018 Remaster,Fleetwood Mac
0.709,0.699,10,-11.905,0,0.0466,0.0291,0.295,0.0673,0.592,125.377,audio_features,223733,4,Big Love - 2017 Remaster,Fleetwood Mac
0.607,0.567,0,-15.728,1,0.0302,0.00177,0.000151,0.212,0.858,106.495,audio_features,167840,4,Monday Morning,Fleetwood Mac
0.552,0.443,9,-9.113,0,0.0453,0.0563,0.000173,0.0864,0.543,129.888,audio_features,166653,4,Black Magic Woman,Fleetwood Mac
0.567,0.421,6,-15.754,0,0.0301,0.383,0.011,0.266,0.618,73.563,audio_features,214973,4,Emerald Eyes,Fleetwood Mac
0.816,0.547,7,-10.115,1,0.0336,0.0937,0.00548,0.0759,0.97,117.163,audio_features,294053,4,Angel - 2015 Remaster,Fleetwood Mac
0.604,0.759,7,-4.896,0,0.0317,0.136,1.38e-05,0.101,0.671,127.208,audio_features,250760,4,Peacekeeper,Fleetwood Mac
0.718,0.689,11,-7.09,1,0.028,0.0691,0.00695,0.0685,0.942,139.318,audio_features,196853,4,I Don't Want to Know - 2004 Remaster,Fleetwood Mac
0.559,0.505,2,-16.529,1,0.0288,0.319,0.00211,0.222,0.678,98.665,audio_features,214667,4,Over My Head,Fleetwood Mac
0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,audio_features,223613,4,Go Your Own Way - 2004 Remaster,Fleetwood Mac
0.583,0.758,0,-9.181,1,0.0279,0.0187,0.023,0.0603,0.854,79.35,audio_features,181853,4,I Know I'm Not Wrong - 2015 Remaster,Fleetwood Mac
0.671,0.71,9,-7.724,1,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,audio_features,193347,4,Don't Stop - 2004 Remaster,Fleetwood Mac
0.664,0.549,2,-12.145,1,0.029,0.356,0.0,0.321,0.935,125.428,audio_features,165707,4,Remember Me - 2018 Remaster,Fleetwood Mac
0.511,0.665,0,-8.529,0,0.0275,0.00162,0.173,0.247,0.52,145.964,audio_features,253587,4,Isn't It Midnight - 2017 Remaster,Fleetwood Mac
0.625,0.591,7,-9.127,0,0.0265,0.0138,0.0399,0.0893,0.863,126.597,audio_features,213693,4,You Make Loving Fun - 2004 Remaster,Fleetwood Mac
0.685,0.526,9,-8.849,0,0.03,0.0313,0.395,0.11,0.455,114.992,audio_features,283013,4,Sisters of the Moon - 2015 Remaster,Fleetwood Mac
0.684,0.679,0,-8.891,1,0.0255,0.00448,0.00832,0.112,0.783,116.603,audio_features,164333,4,Think About Me - 2015 Remaster,Fleetwood Mac
0.348,0.576,0,-8.388,1,0.0289,0.00766,0.0462,0.276,0.428,179.014,audio_features,288787,4,Silver Springs - 2004 Remaster,Fleetwood Mac
0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,audio_features,264907,4,Gypsy,Fleetwood Mac
0.73,0.285,11,-15.103,0,0.0319,0.877,0.0126,0.137,0.284,107.14,audio_features,330747,4,Storms - 2015 Remaster,Fleetwood Mac
0.64,0.649,2,-10.345,1,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,audio_features,221053,4,Little Lies - 2017 Remaster,Fleetwood Mac
0.626,0.791,5,-5.735,0,0.0262,0.527,4.04e-05,0.0952,0.864,129.976,audio_features,240987,4,Thrown Down,Fleetwood Mac
0.4,0.914,8,-3.669,1,0.0377,0.489,0.012,0.0588,0.843,85.444,audio_features,245627,4,Bleed to Love Her,Fleetwood Mac
0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,257800,4,Dreams - 2004 Remaster,Fleetwood Mac
0.528,0.833,9,-9.071,1,0.0497,0.0224,0.000325,0.986,0.637,132.444,audio_features,269613,4,"Say You Love Me - Live at the Fabulous Forum, Inglewood, CA, 08/29/77",Fleetwood Mac
0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,audio_features,199493,4,Landslide,Fleetwood Mac
0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,audio_features,226653,4,Everywhere - 2017 Remaster,Fleetwood Mac
0.762,0.358,9,-14.903,0,0.0367,0.838,0.0427,0.193,0.9,120.79,audio_features,175107,4,I Loved Another Woman,Fleetwood Mac
0.468,0.105,6,-16.289,0,0.0327,0.804,0.874,0.109,0.25,67.168,audio_features,190107,4,Albatross,Fleetwood Mac
0.639,0.43,4,-16.094,0,0.0389,0.607,0.001,0.132,0.592,94.3,audio_features,161373,4,Dust,Fleetwood Mac
0.482,0.649,4,-13.424,1,0.0298,0.223,0.145,0.294,0.717,143.13,audio_features,327867,4,Child of Mine,Fleetwood Mac
0.528,0.803,9,-14.483,1,0.0336,0.225,0.632,0.368,0.633,112.914,audio_features,198640,4,Danny's Chant,Fleetwood Mac
0.666,0.311,9,-18.998,1,0.0342,0.588,0.759,0.0528,0.836,103.814,audio_features,247600,4,Forever,Fleetwood Mac
0.367,0.609,9,-11.221,0,0.0457,0.301,0.0243,0.196,0.443,149.386,audio_features,210547,4,Then Came the Last Days of May,Blue Öyster Cult
0.602,0.212,7,-15.833,1,0.0343,0.834,0.883,0.445,0.27,102.839,audio_features,244827,4,Earl Gray,Fleetwood Mac
0.518,0.143,2,-17.281,1,0.0271,0.751,0.00417,0.104,0.526,81.258,audio_features,167307,3,Blood on the Floor,Fleetwood Mac
0.756,0.493,2,-12.368,0,0.0964,0.42,7.46e-05,0.205,0.764,113.671,audio_features,170133,4,Looking For Somebody,Fleetwood Mac
0.567,0.387,9,-16.605,1,0.0622,0.442,0.00317,0.113,0.534,112.73,audio_features,216427,4,Railway And Gun,Taste
0.51,0.683,9,-9.015,1,0.0383,0.19,0.0,0.311,0.963,121.018,audio_features,169693,4,My Baby's Good to Me,Fleetwood Mac
0.392,0.801,7,-13.615,1,0.0597,0.0848,0.201,0.121,0.442,106.702,audio_features,323733,4,(I Know) I'm Losing You,Rod Stewart
0.335,0.756,5,-6.795,0,0.0778,0.448,0.000732,0.221,0.672,103.442,audio_features,169178,4,Rain Is Such a Lonesome Sound - Remastered,Alexis Korner's Blues Incorporated
0.645,0.18,9,-14.654,0,0.0307,0.718,0.000122,0.0642,0.154,126.106,audio_features,321280,4,Beautiful Child - 2015 Remaster,Fleetwood Mac
0.662,0.94,3,-8.623,0,0.0747,0.162,0.0637,0.0366,0.777,127.355,audio_features,110747,4,That's Enough for Me - 2015 Remaster,Fleetwood Mac
0.602,0.482,0,-13.382,1,0.0316,0.405,0.0669,0.0976,0.968,139.196,audio_features,204133,4,Homeward Bound,Fleetwood Mac
0.407,0.565,7,-13.178,1,0.0482,0.411,0.004,0.24,0.897,190.705,audio_features,227413,4,Spare Me a Little of Your Love,Fleetwood Mac
0.578,0.602,9,-13.918,1,0.0303,0.0405,0.164,0.137,0.708,121.074,audio_features,304867,4,Bare Trees,Fleetwood Mac
0.631,0.619,11,-15.582,0,0.0288,0.675,0.322,0.127,0.955,132.035,audio_features,242173,4,The Ghost,Fleetwood Mac
0.408,0.294,2,-20.958,1,0.0288,0.353,0.742,0.109,0.413,103.897,audio_features,185239,4,Underway - 2013 Remaster,Fleetwood Mac
0.494,0.584,6,-14.692,0,0.038,0.00244,0.566,0.113,0.627,100.33,audio_features,162796,4,Fighting For Madge - 2013 Remaster,Fleetwood Mac
0.601,0.298,0,-14.642,1,0.0316,0.739,0.75,0.103,0.472,110.28,audio_features,264613,3,Time Has Told Me,Nick Drake
0.518,0.194,9,-21.677,0,0.0342,0.793,0.0697,0.132,0.091,111.63,audio_features,145495,4,Although the Sun Is Shining - 2013 Remaster,Fleetwood Mac
0.323,0.601,11,-16.992,1,0.0462,0.0102,0.795,0.201,0.394,101.866,audio_features,416641,4,Searching for Madge - 2013 Remaster,Fleetwood Mac
0.668,0.523,2,-8.965,0,0.0456,0.162,0.788,0.0981,0.426,96.023,audio_features,206160,4,World in Harmony - Alternative Take,Fleetwood Mac
0.329,0.658,9,-6.017,1,0.0351,0.797,0.612,0.161,0.633,150.236,audio_features,329400,4,Winter - Remastered,The Rolling Stones
0.631,0.246,11,-19.408,1,0.037,0.662,0.94,0.104,0.0697,97.493,audio_features,211628,4,My Dream - 2013 Remaster,Fleetwood Mac
0.726,0.881,9,-3.892,0,0.0391,0.203,0.0,0.108,0.682,110.019,audio_features,203440,4,Pocket,Chicken Shack
0.51,0.157,9,-20.56,0,0.0446,0.53,0.609,0.159,0.14,80.746,audio_features,360400,4,On The Boards,Taste
0.387,0.616,2,-10.296,1,0.0279,0.376,0.0148,0.0692,0.569,97.393,audio_features,201920,4,Shallow Impressions,Strawberry Alarm Clock
0.47,0.3,0,-11.074,0,0.0324,0.855,6.23e-06,0.131,0.143,91.947,audio_features,181213,3,Broken Waltz,Irmin Schmidt
0.485,0.111,8,-18.574,1,0.0485,0.988,0.0941,0.0717,0.113,111.769,audio_features,227000,4,Twelve Tones,Irmin Schmidt
0.207,0.00436,1,-34.39,1,0.0356,0.829,0.81,0.0801,0.0503,99.993,audio_features,336000,4,2 Alone,Irmin Schmidt
0.466,0.747,4,-4.838,0,0.0795,0.417,9.76e-06,0.107,0.43,92.161,audio_features,203641,4,Dangerous,Irmin Schmidt
0.844,0.39,9,-13.774,1,0.0634,0.482,0.0,0.107,0.963,110.834,audio_features,170400,4,Too Much Time,Captain Beefheart & His Magic Band
0.617,0.96,4,-9.803,0,0.0353,0.00432,0.893,0.123,0.804,141.319,audio_features,190360,4,Deadly Doris,CAN
0.221,0.372,10,-15.606,1,0.0446,0.442,0.686,0.339,0.775,199.803,audio_features,176040,4,The Super-Natural,John Mayall & The Bluesbreakers
0.589,0.697,7,-10.648,1,0.0283,0.483,0.511,0.239,0.809,91.203,audio_features,332960,4,China Cat Sunflower - Live in Paris 1972 Version,Grateful Dead
0.586,0.776,8,-9.59,1,0.0524,0.0611,0.0577,0.28,0.776,80.049,audio_features,206893,4,Song of Love,Stephen Stills
0.598,0.544,2,-11.16,0,0.0374,0.65,0.727,0.743,0.764,109.604,audio_features,423720,4,So Hard To Share,John Mayall
0.484,0.524,0,-12.879,1,0.0297,0.0456,0.214,0.0814,0.188,79.762,audio_features,324569,4,Sometimes,Fleetwood Mac
0.691,0.286,0,-15.199,1,0.0449,0.817,0.0012,0.205,0.41,116.446,audio_features,402373,4,Crazy Fingers - 2013 Remaster,Grateful Dead
0.499,0.941,4,-9.47,1,0.0484,0.00138,0.761,0.216,0.775,130.815,audio_features,277760,4,Reap What I've Sowed,Climax Blues Band
0.52,0.661,2,-11.382,1,0.0322,0.0112,0.821,0.0579,0.819,129.06,audio_features,245173,4,Brief Case,Climax Blues Band
0.634,0.368,2,-14.953,0,0.0271,0.236,3.39e-05,0.0667,0.796,102.446,audio_features,229000,4,In the Skies,Peter Green
0.557,0.258,4,-15.425,1,0.0569,0.273,1.44e-05,0.078,0.294,135.569,audio_features,270200,4,Oh I Wept - A New Stereo Mix,Free
0.452,0.0258,5,-21.04,0,0.0377,0.965,0.00503,0.0866,0.274,138.903,audio_features,275201,3,Without You - 2013 Remaster,Fleetwood Mac
0.627,0.403,1,-14.538,1,0.0338,0.909,0.237,0.118,0.955,150.358,audio_features,157227,4,The Seventh Son,Willie Dixon
0.321,0.529,7,-10.672,1,0.0377,0.123,0.00166,0.202,0.604,151.851,audio_features,791800,4,East-West,The Paul Butterfield Blues Band
0.295,0.711,0,-7.205,1,0.0358,0.127,0.0418,0.425,0.661,96.003,audio_features,317493,3,Directly From My Heart To You,The Mothers Of Invention
0.412,0.726,9,-11.237,0,0.0875,0.64,0.0745,0.347,0.6,143.621,audio_features,168347,4,Rock & Roll Woman - Mono; 2018 Remaster [Mono],Buffalo Springfield
0.583,0.41,9,-13.173,1,0.032,0.108,0.00178,0.298,0.829,130.469,audio_features,132667,4,Buddy's Song,Fleetwood Mac
0.474,0.17,2,-17.768,1,0.0288,0.835,0.0336,0.0899,0.658,142.789,audio_features,153267,4,Mission Bell,Fleetwood Mac
0.464,0.26,7,-20.002,1,0.0276,0.61,0.962,0.0815,0.68,153.671,audio_features,207733,4,One Together,Fleetwood Mac
0.569,0.481,2,-8.304,1,0.0344,0.238,0.0,0.0914,0.872,130.934,audio_features,176440,4,Hi Ho Silver,Fleetwood Mac
0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,audio_features,252773,4,Rhiannon,Fleetwood Mac
0.44,0.322,2,-16.832,1,0.03,0.778,0.243,0.132,0.774,151.456,audio_features,238440,4,Prove Your Love,Fleetwood Mac
0.348,0.645,1,-8.175,1,0.033,0.0567,0.0,0.0964,0.881,180.647,audio_features,139027,4,Liza Jane,Davie Jones and the King Bees
0.405,0.831,5,-5.293,0,0.0671,0.0504,0.0918,0.805,0.805,130.856,audio_features,183320,5,Spanish Castle Magic,Jimi Hendrix
0.354,0.707,8,-10.844,1,0.0353,0.24,0.586,0.652,0.744,105.965,audio_features,232507,4,Night Bird Flying,Jimi Hendrix
0.534,0.532,11,-10.281,1,0.0339,0.486,0.953,0.0834,0.835,118.361,audio_features,122859,4,Heaven on the Beach with You,Robert Lester Folsom
0.362,0.73,7,-9.11,0,0.0419,0.0312,0.0825,0.335,0.787,177.111,audio_features,280985,4,Too Many Hands - 2013 Remaster,Eagles
0.49,0.8,3,-7.979,1,0.0512,0.102,0.0746,0.736,0.804,116.405,audio_features,311933,4,"Changes - Live At Fillmore East, 1970 / 50th Anniversary",Jimi Hendrix
0.383,0.599,0,-9.766,1,0.0626,0.48,0.00186,0.222,0.644,134.301,audio_features,264680,1,Blues with a Feeling,The Paul Butterfield Blues Band
0.571,0.409,4,-9.16,0,0.0625,0.787,0.0,0.391,0.687,123.541,audio_features,183667,4,Work Song,The Paul Butterfield Blues Band
0.627,0.403,1,-14.538,1,0.0338,0.909,0.237,0.118,0.955,150.358,audio_features,157227,4,Seventh Son,Climax Blues Band
0.747,0.219,3,-12.562,1,0.0371,0.584,2.57e-05,0.107,0.498,135.562,audio_features,129120,4,Everyday,Climax Blues Band
0.572,0.36,9,-13.863,1,0.0314,0.21,0.00599,0.0994,0.63,94.707,audio_features,243093,4,Travellin' In Style,Free
0.831,0.366,4,-11.811,0,0.0384,0.299,0.945,0.0666,0.556,80.217,audio_features,159560,4,Sad Clown,Chicken Shack
0.496,0.156,9,-17.059,1,0.0419,0.777,0.0,0.232,0.205,129.524,audio_features,206333,4,On The Road Again,Canned Heat
0.687,0.625,7,-9.114,0,0.0309,0.00358,0.019,0.635,0.802,105.107,audio_features,240160,4,Mr. Skin,Spirit
0.534,0.297,11,-15.676,0,0.0393,0.597,0.00562,0.177,0.65,99.259,audio_features,229373,4,Gramophone Man,Spirit
0.437,0.54,0,-15.797,0,0.0469,0.494,0.00478,0.0815,0.966,162.236,audio_features,289200,3,Hypnotized,Fleetwood Mac
0.408,0.483,5,-14.1,0,0.0731,0.12,0.24,0.154,0.346,102.382,audio_features,407520,4,High Pressure Living,John Mayall
0.446,0.761,3,-4.141,0,0.0319,0.000558,0.0,0.182,0.334,134.971,audio_features,242593,4,Moving On,John Mayall
0.403,0.304,7,-19.392,1,0.0515,0.896,0.83,0.81,0.385,135.722,audio_features,298973,4,Chistmas 71,John Mayall
0.84,0.218,8,-20.726,0,0.061,0.578,0.000709,0.102,0.965,92.08,audio_features,175359,4,Sitting In The Rain,John Mayall
0.537,0.522,0,-13.298,1,0.059,0.306,0.182,0.957,0.734,139.91,audio_features,234813,3,Red Sky,John Mayall
0.563,0.604,5,-13.922,1,0.071,0.184,0.0414,0.699,0.687,81.772,audio_features,543867,4,A Brief Introduction by Bill Cosby/Worried Mind,John Mayall
0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,157890,4,Do It,John Mayall
0.411,0.277,2,-15.793,0,0.0674,0.506,0.848,0.0698,0.568,166.855,audio_features,540893,4,Fly Tomorrow,John Mayall
0.498,0.61,2,-10.532,1,0.0307,0.24,0.669,0.172,0.705,113.608,audio_features,234960,4,2401 - Single Version,John Mayall
0.369,0.759,9,-4.718,1,0.0361,0.000815,0.364,0.329,0.868,132.281,audio_features,193560,4,Hideaway - Mono,Freddie King
0.263,0.00162,11,-33.989,0,0.0487,0.947,0.0381,0.101,0.233,112.346,audio_features,308227,1,First Time Alone,John Mayall
0.355,0.53,2,-9.923,1,0.0691,0.494,0.0362,0.756,0.66,185.851,audio_features,214467,3,Ready To Ride,John Mayall
0.702,0.434,8,-14.099,0,0.0368,0.168,0.621,0.0752,0.93,120.797,audio_features,208213,4,Someone's Acting Like A Child,John Mayall
0.621,0.582,9,-5.428,0,0.0252,0.129,0.138,0.148,0.52,74.986,audio_features,417467,4,The Devil Must Be Laughing,John Mayall
0.441,0.38,1,-8.827,1,0.0417,0.404,0.0298,0.101,0.4,116.149,audio_features,182000,4,Things Go Wrong,John Mayall
0.653,0.539,7,-10.115,1,0.0345,0.139,0.559,0.178,0.605,96.127,audio_features,354467,4,Go Back Home,Stephen Stills
0.348,0.603,2,-13.631,0,0.0362,0.0269,0.00441,0.158,0.777,161.335,audio_features,528733,4,Had To Cry Today,Blind Faith
0.61,0.649,10,-10.826,0,0.035,0.35,0.00187,0.0813,0.428,109.469,audio_features,425307,4,The King Will Come,Wishbone Ash
0.459,0.404,9,-12.015,1,0.0453,0.0423,0.032,0.12,0.742,79.286,audio_features,356173,4,Mr. Big,Free
0.562,0.567,0,-7.219,1,0.0512,0.611,1.49e-06,0.106,0.924,89.412,audio_features,206213,4,She Wandered Through the Garden Fence - 2009 Remaster,Procol Harum
0.445,0.471,4,-16.218,1,0.0328,0.107,0.0,0.268,0.562,71.041,audio_features,178693,4,Sentimental Lady,Fleetwood Mac
0.721,0.581,0,-7.16,1,0.0317,0.671,5.69e-05,0.1,0.577,100.019,audio_features,276867,4,Something's Rising,Gerd Baumann
0.671,0.484,7,-14.532,1,0.0821,0.899,0.932,0.0988,0.354,127.113,audio_features,48827,4,Ora et amora,Gerd Baumann
0.409,0.0079,9,-23.761,1,0.0379,0.991,0.807,0.072,0.075,52.392,audio_features,96973,4,Das letzte Zeichen,Gerd Baumann
0.943,0.187,2,-12.384,1,0.0641,0.977,0.865,0.0923,0.75,111.952,audio_features,65160,3,Frau Kramer,Gerd Baumann
0.704,0.294,8,-13.914,1,0.0325,0.347,0.00324,0.159,0.351,97.427,audio_features,55933,5,"NAKED, IF I WANT TO",Moby Grape
0.404,0.659,0,-9.925,1,0.0401,0.773,0.0417,0.246,0.61,149.635,audio_features,179320,4,Tickets To Waterfalls,Jack Bruce
